target;sen
Negative;@osmnaktaþ : nevsin benim anamla rahmetli babam evlendiklerinde anam 16 babam da 22 yaþýndaymýþ . ortaokul öðrencisi erkek arkadaþ edinir sorun yok . 15 - 16 yaþýnda evlenir ev bark sahibi olur . bir tarafa sapýk olur . çünkü sizin kahpe zinihetiniz sapýk . kendinizde ki sapýk zihniyeti karþýnýzda .
Negative;@gkozm : kendi cenahlarýnda öz yiðeniyle ( murat baþoðlu , burcu baþoðlu ) iliþki yaþayan þerefsizler sapýk demeyen ýslak mengü dinimizce ve örfümüzce helal olan evliliðe sapýklýk diyor bunlarýn ne beyinleri var ne de kalpleri .
Negative;@zorbas_rumeyþa : rt @sunavarol_ : 8 yaþýndaki eylüle tecavüz edip öldüren sapýk , daha önce de sokak köpeðine tecavüz edip , telle boðarak öldürmüþtü ve ceza …
Negative;@çakay_küçük : 8 yaþýndaki eylüle tecavüz edip öldüren sapýk , daha önce de sokak köpeðine tecavüz edip , telle boðarak öldürmüþtü ve ceza almamýþtý .
Negative;@adenozin4 : tbmmyi töhmet altýnda býrakan bu sapkýn iddialar , haber yapanlar ceza almalý ? ?
Negative;@alýðultekin47 : bu masum meleklere kýyabilen , sapkýn ve kötü mahluklara sahip çýktýðýnýz için hepinize de yazýklar olsun .
Positive;@onurürel : gelinen nokta þudur ki ... 25 yýlda normal bir toplumdan nasýl sapkýn bir topluma dönüþtüðümüzün resmidir . . evet hem resmîdir hem de resmidir der . . #çocukistismarýnýnaffiolamaz .
Neutral;@zeynepsüheylaa : çocuðun ya da kadýnýn hayatýný karartmak yerine tecavüzcüleri , sapýklarý ýslah edin , topluma kazandýrýn , yaptýklarý sapkýnlýklara çanak tutmayýn artýk . onlar sapýk , sapkýn en aðýr tedaviyi hak ediyorlar evlenip her gece tecavüze devam etmeyi deðil !
Negative;@necip_ce : Ýslamoðlu , tutuklu üst düzey fethullahçý ali ünal'a pensilvanya ziyaretinin bir umre olduðunu söylüyor ali ünal allah kabul .
Negative;@senaaakdaþ : ve bunu ciddi anlamda bekleyen kadýnlarýn sayýsý az da deðil . hemen hemen her içeriðin altýnda kocalarý için af dilenmelerini görebilirsiniz . bu bir maðduriyet deðil ve bu kadýnlarýn bu sapkýn durumu normalleþtirmeye çalýþmalarý en az bahsedilen taslak kadar iðrenç .
Negative;@candaþhale : özbeöz hakem kararý gliserin geciktirme heykeltraþ sapkýn .
Negative;@__berra_sevde__ : salgýn hastalýkta afetlerde bile hidayete ermeyen devletini zafiyete uðratmaya çalýþan sapkýn zihniyete yazýklar olsun .
Negative;@çaðlaaltn35 : bir çocuða yapabileceði en kötü þeyi yapan sapkýn insanlarla evlendirmekte ne ya , benim aklým almýyor . siz insan olamazsýnýz . #çocukistismarýnýnaffiolamaz .
Positive;@_suskun1 : siz kim oluyorsun da aklýnýzý , vicdanýnýzý , merhametinizi , hayanýzý , al gülüm ver gülüm þahsi menfaatinize satýp , sapkýn .
Negative;@gracieladesalv1 : miran sen n ' yapýyorsun ve neden yatak böyle sallanýyor ? ? kýza o kadar sýký sýktý ki hareket edemiyor !
Negative;@e_gün0072 : bu duruma icazet verenler , 13 yaþýndaki kýz çocuðunu evlendirsinler de görelim . lanet olsun bu sapkýn zihniyete .
Positive;@squanch__ : kadýný ve çocuðu cinsel obje olarak gören sapkýn zihniyetli iblisler ! elbet birgün sizi ve sizin pislik ortadoðu zihniyetinizi bu topraklardan tamamen temizleyeceðiz .
Positive;@kahvecanavarý : sapýk , sapkýn ruhunuzu sikeyim ! !
Negative;@tuðbamavruk : allah belanýzý versin ! evlilik adý altýnda olan sapkýn düþünceleriniz içinde geberiniz o çocuklarýn yaþadýklarý vicdanýnýza aðýr gelmiyor mu #çocukistismarýnýnaffiolamaz .
Very negative;@social_man34 : günümüz de bebeklerle deðil sosyal medyada yakýþýklý adam kovalama peþinde ayrýca boya ve lüx yaþam peþindeler bunun kabahati de ailelerin ve tv deki örnek modellerin buna da devletin el atmasý gerekli artýk türk kültürü yerine iyice sapkýn usa modeli yaþam sürüyor ülkede ? ?
Negative;@dellisoo1 : #çocukistismarýnýnaffiolamaz kanunu onaylayan en büyük tecavüzcüdür . bu kanunu meþru gösteren en büyük sapkýn þerefsizdir . kendi çocuðunu düþünmeyip çocuk tecavüzcülerine yönelik bu yasaya sessiz kalan herkes o þeref yoksunu tecavüzcü kadar suçludur ve adýdýr . #çocuksusarsensusma .
Negative;@hakanþencan55 : iðrenç sapkýn pislik mahluklar . alevi deðilim ama bu tür iðrençlikler iyice mide bulandýrýyor , yeter artýk bitin ya .
Negative;@20likkörpe : kanun teklifini okurken boðazým düðümlendi . maskenin ardýna gizlenen kirli yüzlerinizi ve krizi fýrsat bilerek sapkýn zihniyet .
Negative;@hndnbrkçý : her sapkýn gözüne kestirdiði 13-14 yaþýndaki çocuklarý taciz eder , tecavüzler artar . herkes kendini o gözü yaþlý ana .
Negative;@linçmiediyozss3 : bunlarý müslüman karýlara dediðimizde “ yatmýyorlarmýþ , dini yaymak için ve namusunu korumak için almýþ ” yalanýný uyduruyor ve söylediði yalana kendisi de inanmýyor esasen ! halbuki tüm aldýðý karýlarla yatmýþ ! ayrýca namus evlenerek mi korunuyor ! þu an bunu bir erkek yapsa sapkýn derler .
Negative;@delirdigene : bunu teklif dahi edenler çocuk istismarcýsý , sapýk ve sapkýn kiþilerdir . böyle bir iðrençliði midesi alabilen her insan zapt edilmeli ve tedavi görmelidir . öldürülen tecavüze uðrayan her çocuðun ahý size rahat nefes aldýrmayý nasip etmesin #çocukistismarýnýnaffiolamaz
Positive;@hazerasya : neden bu kadar sapkýn ve sapýk ruhlusunuz ? #çocukistismarýnýnaffiolamaz .
Negative;@cansuizmm : 279 kabul oyu ne demek mecliste sapkýn var ! ! ! ! !
Negative;@ulaþöznur : tecavüze uðrayan erkek çocuklarýný tecavüzcüleri ile birlikte hollanda'ya gönderme ile ilgili kanun da çýkarýr bu sapkýn ruhlular . .
Negative;@abiinasilya : bir yanlýþý baþka yanlýþla düzeltmeye çalýþýyorsunuz çocuklarý korumak yerine pedofilliyi meþru kýlýyorsunuz . sapkýn tecavüzcüleri koruyorsunuz , iðrenç zihniyetiniz ve olmayan vicdanýnýz batsýn . #çocukistismarýnýnaffiolamaz .
Negative;@kumulatifyusuf : bilerek istenmiyor çünkü o içerideki sübyancýlar da nüfuslu göz boyayýcýlarýn din adý altýnda insanlarý kandýranlarýn sapkýn akrabalarý ya da fanatikleri .
Negative;@ricaedecemsus : kim ki bu sapkýn varlýklarý salar ise suç ortaðýdýr ayný zihniyettedir yardým ve yataklýk yapýyordur #çocukistismarýnýnaffiolamaz bu sapkýnlarý salmanýz deðil hepsini yakmanýz gerekir . affeden herkes suç ortaðýdýr . kahrolsun sizin siyasetiniz .
Negative;@istanbull04 : ama cezasýný çekmesi o sapkýn zihniyetin bir çocuða kadýn gözüyle bakýp bedenine dokunduðu gerçeðini de deðiþtirmez . çocuk korkudan susar biz susmamalýyýz . susmamasý gereken ama susan dilsiz þeytanlar ve bir de bunlarý savunan acizler ve de çocuk o çocuk diye haykýran biz . .
Negative;@sena_syn : bu sapkýn düþünceyi savunan onaylayan herkeþnin allah belasýný versin , iðreniyorum ülkeden , insanlardan herkesten ! ! ! !
Neutral;@tuðbaözkanca : çekin pis ellerinizi , o sapkýn zihniyetinizi çocuklarýmýzýn üzerinden . . #çocukistismarýnýnaffiolamaz .
Negative;@kimsebilmezfan : bu bahsettiðiniz dizi 2010 yýlýnda yayýnlanmýþ bir dizi sahnelerinden ötürü tepki gördüðünden dolayý gösterimden kaldýrýlýyor . hiçbir yerde tekrar yayýnlanmamýþtýr . ama sizin gibi sapkýn düþünceliler kaldýrýlmýþ bir diziyi tekrar gündeme getirme sebebiniz algý yaratmaya çalýþmak .
Negative;"@tuðbaözkanca : dönemin adalet bakaný dememiþ miydi "" küçüðün rýzasý "" diye . hangi rýza ? 14 yaþýndaki çocuðun , 3 yaþýndaki bebeðin , küçücük leyla'nýn rýzasý mý ? kim rýzasý ile tecavüze uðruyor ? þimdi bu kararýn tecavüzcüden , sapýklýktan , sapkýn zihniyetten ne farký var . #çocukistismarýnýnaffiolamaz ."
Negative;@birincilf : gece tabi vur patlasýn çal oynasýn bitmiþ ama bu durumdan bir taraftan da hoþnutsuz kalan earle , hem eþi hem de kendisi için çiçeklerden esinlenerek ve kendi ismini verdiði smaçperson ( süspansiyon ) u bulmuþtur . keþke bulmasaydý hoplaya zýplaya gitseydik . herkes sapkýn vay arkadaþ ...
Negative;@ravzahacýoðlu : haydar baþ olmasý , derin üzüntüyle karþýlamak isterdim ama bu ve bunun gibi sapkýn düþüncelere sahip bir adamýn ölümüne üzül .
Negative;@zehrakanak : 13 yaþýndaki çocuðu istese de evlendirme , çünkü o çocuk . çocuklar oyun oynar , okur . evlenemez . hele ki tecavüzcü bir sapkýn ile asla . bu her gün iþkence demek .
Negative;@egewayoflife : dünya tarihinde yeryüzüne ayak basmýþ en sapkýn ve en hastalýklý insanlarýn zihniyetinden sen kutsal deðerler çýkarmaya çalýþan olacaðý budur . . bir aðacý yiyip çürüten kurtlar gibi toplumu mahvederler .
Negative;"@__aykatün : çin'de "" bu yeni bir virüstür "" diyen doktor tutuklanýrken , virüs korkunç bir hýzla yayýlýrken dsö ( who ) neredeydi ? abd ve uk sürü baðýþýklýðý gibi salakça bahanelerle virüsüne resmen çanak tuttular . niye ? evanjelizm denilen sapkýn inanýþtan haberiniz var mý , ýf you done who Know'sa it."
Negative;@leikoduende : adamlar resmen biz imparatorluk kurmaya çalýþýyoruz diye baðýrýyor hadi alkýþlayýn þimdi sapkýn insanlarý hükümet böyle istiyor çünkü .
Negative;@__aylýnnn : kýzlarý sapýklarla evlendiriyorsunuz erkek çocuklarýný kimle evlendireceksiniz sapýk herifler . nasýl sapkýn bir döneme denk geldik ? ? #çocukistismarýnýnaffiolamaz #çocuksusarsensusma .
Negative;@ogün87 : o zaman bir çocuk 10 yaþýnda araba kullanýyorsa , ona ehliyet verilsin . sizin mantýðýnýza ben , ne kadar sapkýn bir zihniyetsiniz .
Negative;@tacettinyavuzz : siz bu sapkýn hastalarý cezalandýracaðýnýza utanmadan , sýkýlmadan affediyorsunuz ! yazýklar olsun . #çocukistismarýnýnaffiolamaz .
Negative;@egewayoflife : örf ve adetini yer yüzüne ayak basmýþ en sapkýn ve hasta insanlardan almýþsan iþte aðacý yiyen kurtlar gibi temelinden siler atar halký . . yetmez kanunlarýna bulaþýr hastalýk ... tiksiniyorum þu zihniyetten .
Neutral;@cukluzun1 : bunu onaylayanlarda ayný zihniyette ayný sapkýn düþündeler demek ki . kendi çocuklarýnýn baþýna gelir umarým ki anlarlar !
Negative;@pepugi : inandýklarýný uyguladýlar , kendi sapkýn düþüncelerini olaðanmýþ gibi yansýtma çabasý !
Negative;"@lvbn : muhafazakar kesim adýna yapýlanlar sayesinde , muhafazakâr kesimin aslýnda süper marjinal , sapkýn zevkleri olan ama bunlarý iktidar sayesinde hep din kýlýfýnýn altýna alarak "" gelenekmiþ "" gibi gösteren , ahlak ve din ile alakasý da olmayan bir güruh olduðunu anlamýþ olduk ."
Negative;@antiquin6 : 14 yaþýndaki bir kýz çocuðuna kadýn gözü ile bakmak zaten baþtan sapkýn bir düþüncenin ürünüdür .
Negative;@sudemkenanoðlu : kanun teklifini okurken boðazým düðümlendi . maskenin ardýna gizlenen kirli yüzlerinizi ve krizi fýrsat bilerek sapkýn zihniyet .
Negative;@türldo : 14 yaþýndaki bir kýz çocuðuna kadýn gözü ile bakmak zaten baþtan sapkýn bir düþüncenin ürünüdür .
Negative;@fumisannyasýn : bunlara inanýyor musun ? kime hizmet ediyorsun ? insanlara doðrularý anlat . bu gates denen herif sapkýn iblisin biri ve tutuklanmasý gerekirken aþý bulacak diye insanlarý yok etmesine yandaþlýk etmemelisin !
Negative;@thinking4444 : umarým korona mutasyona uðrar ve sapkýn ruhlu her kim varsa sadece onlara bulaþýr . çocuklar için güvenli bir dünya kalýr . allah belanýzý versin . #çocukistismarýnýnaffiolmaz .
Negative;@medusasino : siyasal islamcýlýk adý altýnda sapkýn zihniyetin dolaylý yansýmasýný hayretler içinde görüyoruz . ensar vakfýnda tecavüz .
Negative;@maketwomistakes : bu sapkýn düþünceyi savunan onaylayan herkeþnin allah belasýný versin , iðreniyorum ülkeden , insanlardan herkesten ! ! ! ! yeter artýk yeter #çocukistismarýnýnaffiolamaz .
Negative;@gndnüzün8753 : böyle bir þey asla kabul edilemez bunu onaylayanlar sapýk ve sapkýn kiþilerdir istismara idam geleceðine istismarcý affediliyor devlet affederse millet affetmez iþtirmarcýlar her þekilde cezalandýrýlacaktýr ama devlet ama halk #çocukistismarýnýnaffiolamaz .
Negative;@eytbeceren : tecavüzün affý olmaz bu iðrenç sapkýn düþüncelerinizden vazgeçin mide bulandýrýyorsunuz . #çocukistismarýnýnaffiolamaz .
Negative;@tekbirvatansev1 : bazý muhalefet figürleri ugandayý sokaða çýkma yasaðý ve bunun sayesinde az vaka sayýsý olarak örnek gösterdiði için , birçok iktidar aþýðý fakir bir afrika ülkesi hakkýndaki sapkýn aþaðýlayýcý yorumlarý yapýyor . gerizekalýlar !
Negative;@alperenantebi : yalancýydý , iftiracýydý , hýrsýzdý , hayduttu , sapkýn fikirliydi , erbakan hocamýza ve davasýna düþmandý . iyi bilmezdik .
Negative;@muhterika3 : tecavüzün affý olmaz bu iðrenç sapkýn düþüncelerinizden vazgeçin mide bulandýrýyorsunuz . #çocukistismarýnýnaffiolamaz .
Negative;@nur_cls1 : sözlü tacizini kapatmak için yalanlarýn , iftiralarýn arkasýna sýðýnan sapkýn birini bazý karaktersizlerin istediði gibi .
Negative;@glykrtlms : çocuklarýnýzý bu zihniyette olanlar uzak tutun . ufacýk çocukla evlenip çocuk yapana siz koca dersininiz , bazý sapkýn ...
Negative;@pdrözlem : bir kereden bir þey olmayacaðýný zaten bakan söylemiþti . deðil mi haklýsýn . bir pedagog olarak adliye koridorlarýný iyi biliyorum . 18 yaþýna kadar herkes çocuktur . . çocuk gelin yoktur ! ! ! sapýk , sapkýn , tecavüzcü birey vardýr .
Negative;@giraypyrz : çocuklarýnýzý bu zihniyette olanlar uzak tutun . ufacýk çocukla evlenip çocuk yapana siz koca dersininiz , bazý sapkýn ... cinsel istismarýn ne bahanesi olur ne de affý !
Negative;@üslunket : sapkýn zihniyet efendim sapkýn zihniyet . çocuk kavramýný anlayamamýþ , düþüncesiz zihniyet .
Negative;@zuvyedrussia : iyi güzel de gerçekten tecavüze uðrayan çocuklar için ne yapacaðýz bütün çocuklarýn hayatýný mý yakalým þunu þu an tecavüzü meþrulaþtýrýyorsun en büyük sapkýn sensin .
Negative;@fatmanurtursu : çocuðun istismara rýza göstermesi gibi bir varsayým olamaz . istismarcýnýn medeni hali ve yaþý da hiçbirimizi ilgilendirmiyor .
Negative;"@fuliisssss : ve bilin ki ; bu gerici zihniyet insanoðlu için virüsten daha tehlikeli taktýðýnýz maskeler sizi sadece virüsten koruyabilir fakat sapkýn ve ahlaksýz düþüncelerinizden asla koruyamaz . ! ? ! ? ahl ak siz sini z ! ? ! ? #çocukistismarýnýnaffiolamaz #tecavüzesessizkalma ."
Negative;@ilyas66686344 : þiilikten ayrýlmýþ sapkýn bit tarikat dedim bunlar iran pakistan da ýrak ta yemende ve suriyede çok var .
Negative;@fkan1908 : çok ve açýk net bir þekilde bu bildirmeye imza atan kim varsa alayýnýn amýna koyayým . bu saatten sonra çocuk istismarcýlarýný devlete falan teslim etmeye gerek yok . halk cezalarýný kendi verecek . böyle sapýk ve sapkýn bir zihniyet olamaz . . #çocukistismarýnýnaffiolamaz .
Negative;@çileklisut28 : #çocukistismarýnýnaffiolamaz zaten bunun affedilebileceðini düþünenlerin alayýnýn sapkýn olduðunu düþünüyorum .
Negative;"@herrokamaydanoz : sabah bir ablam hadisler ýþýðýnda bir açýklama yaptý kendince ; müslüman kesim daha az zarar vereceði görüþünde bu virüsün . sapkýn mezhepleri dahil etmedi ” korunaklý ” duruma . müslümanlar dünyaya hükmedeceklermiþ . ” haydi inþallah ” dedik , korkuyla bakýþtýk . sapmamýþ müslüman sayýlýr myde ?"
Negative;@merveinll : sokma akýldan akýl olmayacaðý gibi ahlakýn sonradan edinilebilecek bir yeti olduðunu düþünmüyorum . ya insansýndýr yada sapkýn bir gerici . sen bu zihniyetin eðitilebileceðine inanýyor musun . yýllardýr ayný terane .
Negative;@ebru3511ebru35 : hepsi tecavüz sever ve sapkýn tipler . insana dair hiçbir özellik yok . hepsinin acý içinde ölmesini diliyorum .
Negative;@tübacdtüba : islamýn konu ile ilgisi yok . sadece cahillik . sübyancý oðlunu aklamak için milletin canýný yakan sekülerler de var bu ülkede . keþke onlara da laf etseler ...
Negative;@liberanarko : neden mafya , sübyancý , katil ve hýrsýzlarýn serbest býrakýlmasýna þaþýrdýnýz ?
Negative;@zeynel46497607 : tecavüzcü , çocuk istismarcýsý , sübyancý , hýrsýz , yankesicilerin , uyuþturucu tacirlerinin çýkmasýna karþý çýktý , yazýklar olsun cehapeye .
Negative;@ahmterdm62 : hýrsýz , dolandýrýcý , tecavüzcü , sübyancý hemen hemen hepsi aklî kendilerini affediyorlar . þaþýlacak bir þey yok .
Neutral;@sunahatice : 14 yaþýný doldurmuþ , evli olmayan suç duyurusunda bulunmayan ve 15 yaþtan az fark olan ve failiyle evlendirilen çocuklarýn .
Negative;@ünsalçetin : çok þerefsizce ve aþaðýlýk bir cümle olmuþ . benim yurdum anadolu ve size raðmen buradayýz dimdik ve karþýnýzda pis sübyancý sapýklar size .
Negative;@banybangy : ulan iki sübyancý savunmak için ne kastýnýz bee .
Neutral;@banybangy : genç evlilik maðduru deðil = tecavüzcü sübyancý þerefsizler .
Negative;@ahmetçembulundu : sübyancý , ruh hastasý , pedofili , sapýk ruhlular artýk özgür ! ! ! gün yüzü görmeyin . utanýyorum . . #çocukistismarýnýnaffiolmaz .
Negative;@bilgeyük : #salý günaydýn “ sübyancý affýnda payým yok ” diyen vicdan sahibi yoldaþlarýma sadece ? ? ?
Neutral;@laedri_ege : sübyancý yobazlar sizi . . #çocukistismarýnýnaffiolamaz .
Positive;@alihana90910797 : kýz çocuklarýnýza sahip çýkýn .
Negative;@davyjon70847852 : çünkü asalak aciz bir varlýksýn . bak ya yine bellendim amk . þunlarý yok edin abi valla çýldýracaðým . þimdi birisi iyy kýz çocuðu sevmem ama doðrulmuþu var ( büyük , çocuk deðil . þimdi birisi sübyancý der amk ) sike sike hayatýn keyfini çýkarýrým dese kadýnlara sex objesi dese ne olur ?
